Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Timestamp
Black Faerie,Fey,5,Rank 4,5d10+2,47.6,51.34,54.63,2024-08-03 11:11:32
Pit Lord,Devilkin,9,Rank 2,9d6+1,51.26,55.61,51.82,2024-08-03 11:11:32
Balor,Demonic,10,Rank 1,10d4+1,40.71,40.33,38.95,2024-08-03 11:11:32
Pseudodragon,Dragon,3,Rank 2,3d6+1,15.35,18.22,15.72,2024-08-03 11:11:32
Skeletal Mage,Undead,5,Rank 3,5d8+3,37.78,37.81,39.45,2024-08-03 11:11:32
Efreeti,Elemental,6,Rank 1,6d4,22.82,24.12,24.99,2024-08-03 11:11:32
Mud Spirit,Fey,9,Rank 1,9d4+4,37.88,36.96,34.28,2024-08-03 11:11:32
Prismatic Wyrmling,Dragon,3,Rank 0,3d2+2,5.1,5.6,6.23,2024-08-03 11:11:32
Goblin Guard,Devilkin,10,Rank 4,10d10+2,95.17,100.73,102.38,2024-08-03 11:11:32
Smoke Spirit,Fey,5,Rank 1,5d4,18.93,20.87,19.73,2024-08-03 11:11:32
Pseudodragon,Dragon,2,Rank 0,2d2+2,4.5,4.63,3.56,2024-08-03 11:11:32
Succubus,Devilkin,8,Rank 2,8d6,49.96,46.46,48.11,2024-08-03 11:11:32
Hook Horror,Demonic,14,Rank 2,14d6+5,82.18,86.83,82.99,2024-08-03 11:11:32
Wyvern,Dragon,11,Rank 2,11d6+4,65.05,64.9,66.32,2024-08-03 11:11:32
Vampire,Undead,3,Rank 4,3d10+1,25.79,25.48,33.96,2024-08-03 11:11:32
Spore Mephit,Elemental,16,Rank 1,16d4+1,62.31,65.94,62.75,2024-08-03 11:11:32
Faerie Dragon,Dragon,10,Rank 3,10d8+2,76.62,80.0,77.78,2024-08-03 11:11:32
Pit Lord,Devilkin,8,Rank 1,8d4+2,33.08,32.73,31.95,2024-08-03 11:11:32
Mud Archfey,Fey,4,Rank 1,4d4+1,16.84,15.79,15.27,2024-08-03 11:11:32
Zombie Knight,Undead,1,Rank 0,1d2+3,2.61,2.06,1.64,2024-08-03 11:11:32
Djinni,Elemental,12,Rank 0,12d2,23.52,23.09,24.34,2024-08-03 11:11:32
Copper Archfey,Fey,15,Rank 1,15d4,59.15,59.37,58.76,2024-08-03 11:11:32
Pit Lord,Devilkin,7,Rank 0,7d2,14.35,14.03,13.37,2024-08-03 11:11:32
Hell Hound,Demonic,10,Rank 2,10d6+3,60.44,57.39,61.96,2024-08-03 11:11:32
White Drake,Dragon,5,Rank 3,5d8+3,41.23,41.99,40.73,2024-08-03 11:11:32
Skeletal Mage,Undead,7,Rank 5,7d12+2,86.01,87.98,81.19,2024-08-03 11:11:32
Smoke Mephit,Elemental,15,Rank 1,15d4+2,58.14,58.46,58.69,2024-08-03 11:11:32
Wyvern,Dragon,4,Rank 3,4d8+1,30.86,28.53,30.92,2024-08-03 11:11:32
Efreeti,Elemental,5,Rank 3,5d8+1,42.22,42.29,42.05,2024-08-03 11:11:32
Blue Faerie,Fey,9,Rank 1,9d4,35.64,34.25,36.91,2024-08-03 11:11:32
Emerald Drake,Dragon,11,Rank 3,11d8+1,90.63,84.79,90.47,2024-08-03 11:11:32
Pit Lord,Devilkin,3,Rank 0,3d2+1,6.08,5.41,5.18,2024-08-03 11:11:32
Quasit,Demonic,4,Rank 1,4d4+2,16.6,15.15,15.81,2024-08-03 11:11:32
Green Dragon,Dragon,14,Rank 0,14d2+2,28.5,28.5,27.78,2024-08-03 11:11:32
Djinni,Elemental,9,Rank 0,9d2+1,17.6,17.5,18.35,2024-08-03 11:11:32
Black Faerie,Fey,11,Rank 1,11d4+1,44.49,43.89,44.84,2024-08-03 11:11:32
Ghostly Guard,Undead,20,Rank 1,20d4+2,80.62,81.07,79.04,2024-08-03 11:11:32
Djinni,Elemental,4,Rank 1,4d4+1,17.28,15.74,17.43,2024-08-03 11:11:32
Emerald Faerie,Fey,13,Rank 2,13d6+3,76.26,80.93,76.45,2024-08-03 11:11:32
Pit Lord,Devilkin,5,Rank 4,5d10+1,45.93,54.6,47.91,2024-08-03 11:11:32
Quasit,Demonic,12,Rank 4,12d10,121.83,116.36,116.16,2024-08-03 11:11:32
Wyvern,Dragon,10,Rank 1,10d4,39.11,39.17,39.16,2024-08-03 11:11:32
Prince of Fear,Devilkin,8,Rank 1,8d4+1,33.07,31.04,31.97,2024-08-03 11:11:32
Pit Fiend,Demonic,3,Rank 0,3d2+2,6.8,5.96,6.83,2024-08-03 11:11:32
Wyvern,Dragon,2,Rank 0,2d2+5,3.32,3.15,4.14,2024-08-03 11:11:32
Demilich,Undead,8,Rank 1,8d4+1,33.05,32.01,33.48,2024-08-03 11:11:32
Goblin Villager,Devilkin,17,Rank 0,17d2,33.39,34.11,34.03,2024-08-03 11:11:32
Gold Demon,Demonic,11,Rank 0,11d2+1,21.6,21.67,22.9,2024-08-03 11:11:32
Sapphire Drake,Dragon,4,Rank 0,4d2,7.71,8.41,7.33,2024-08-03 11:11:32
Dracolich,Undead,17,Rank 4,17d10,170.92,170.71,173.55,2024-08-03 11:11:32
Prince of Fear,Devilkin,12,Rank 0,12d2,23.78,24.72,23.97,2024-08-03 11:11:32
Dust Mephit,Elemental,7,Rank 1,7d4+2,27.88,27.74,28.75,2024-08-03 11:11:32
Steam Archfey,Fey,15,Rank 3,15d8+2,121.33,118.91,118.01,2024-08-03 11:11:32
Pseudodragon,Dragon,2,Rank 2,2d6,11.11,14.43,10.44,2024-08-03 11:11:32
Goblin Knight,Devilkin,11,Rank 1,11d4,43.26,44.81,44.03,2024-08-03 11:11:32
Hell Hound,Demonic,9,Rank 2,9d6,54.51,52.03,56.27,2024-08-03 11:11:32
Prismatic Faerie,Fey,9,Rank 1,9d4+2,35.98,36.2,35.14,2024-08-03 11:11:32
Wight,Undead,17,Rank 0,17d2,33.8,33.19,34.28,2024-08-03 11:11:32
Djinni,Elemental,10,Rank 4,10d10+2,99.18,98.41,101.69,2024-08-03 11:11:32
Copper Archfey,Fey,12,Rank 0,12d2+1,24.53,23.22,24.14,2024-08-03 11:11:32
Banshee,Undead,3,Rank 0,3d2+4,6.52,6.33,6.06,2024-08-03 11:11:32
Efreeti,Elemental,9,Rank 0,9d2+1,17.57,17.55,17.67,2024-08-03 11:11:32
Wyvern,Dragon,8,Rank 3,8d8,62.91,64.11,65.48,2024-08-03 11:11:32
Lightning Mephit,Elemental,11,Rank 3,11d8+1,90.04,91.29,86.46,2024-08-03 11:11:32
Green Drake,Dragon,3,Rank 3,3d8+2,23.03,21.25,24.81,2024-08-03 11:11:32
Kobold Mage,Devilkin,8,Rank 3,8d8+3,60.31,65.11,66.84,2024-08-03 11:11:32
Pit Fiend,Demonic,1,Rank 2,1d6,7.31,6.92,8.96,2024-08-03 11:11:32
Black Drake,Dragon,5,Rank 5,5d12+2,54.34,57.2,63.48,2024-08-03 11:11:32
Banshee,Undead,4,Rank 0,4d2+2,7.16,8.1,8.18,2024-08-03 11:11:32
Dust Elemental,Elemental,7,Rank 2,7d6+3,44.41,40.44,42.52,2024-08-03 11:11:32
Steam Archfey,Fey,3,Rank 1,3d4+1,12.37,11.28,10.42,2024-08-03 11:11:32
Lightning Devil,Devilkin,3,Rank 1,3d4,13.04,11.7,11.6,2024-08-03 11:11:32
Pit Fiend,Demonic,5,Rank 0,5d2,10.88,10.08,10.01,2024-08-03 11:11:32
Red Drake,Dragon,1,Rank 2,1d6+2,5.43,4.73,7.32,2024-08-03 11:11:32
Ghoul,Undead,5,Rank 0,5d2+3,10.3,10.0,9.55,2024-08-03 11:11:32
Magma Elemental,Elemental,4,Rank 1,4d4+2,17.07,16.33,15.41,2024-08-03 11:11:32
Gold Faerie,Fey,5,Rank 0,5d2+2,9.28,10.57,10.93,2024-08-03 11:11:32
Wraith,Undead,9,Rank 3,9d8+5,69.44,69.31,74.26,2024-08-03 11:11:32
Flame Elemental,Elemental,7,Rank 2,7d6+1,40.65,44.28,42.68,2024-08-03 11:11:32
Blue Faerie,Fey,3,Rank 0,3d2+4,5.87,6.18,5.28,2024-08-03 11:11:32
Dracolich,Undead,8,Rank 0,8d2+4,15.44,16.06,15.52,2024-08-03 11:11:32
Spore Elemental,Elemental,9,Rank 2,9d6+2,52.76,55.25,51.8,2024-08-03 11:11:32
Emerald Archfey,Fey,3,Rank 1,3d4,11.68,13.74,13.03,2024-08-03 11:11:32
Gold Drake,Dragon,3,Rank 3,3d8+4,22.34,26.36,21.8,2024-08-03 11:11:32
Succubus,Devilkin,8,Rank 0,8d2+2,16.41,16.94,16.26,2024-08-03 11:11:32
Night Hag,Demonic,6,Rank 3,6d8,50.52,47.6,51.63,2024-08-03 11:11:32
Bronze Faerie,Fey,17,Rank 0,17d2+3,34.32,33.97,33.88,2024-08-03 11:11:32
Revenant,Undead,14,Rank 2,14d6+1,81.83,83.53,85.78,2024-08-03 11:11:32
Succubus,Devilkin,5,Rank 1,5d4,20.08,20.98,20.24,2024-08-03 11:11:32
Pit Fiend,Demonic,15,Rank 3,15d8+2,118.65,120.57,121.82,2024-08-03 11:11:32
Mud Spirit,Fey,19,Rank 2,19d6+1,112.71,113.46,111.21,2024-08-03 11:11:32
Smoke Devil,Devilkin,13,Rank 2,13d6,80.08,78.97,76.53,2024-08-03 11:11:32
Hell Hound,Demonic,7,Rank 0,7d2+4,13.05,14.17,14.35,2024-08-03 11:11:32
Wyvern,Dragon,4,Rank 4,4d10+1,36.05,37.93,36.3,2024-08-03 11:11:32
Lightning Devil,Devilkin,5,Rank 0,5d2+1,10.43,9.44,10.24,2024-08-03 11:11:32
Quasit,Demonic,7,Rank 3,7d8+1,55.37,57.35,54.08,2024-08-03 11:11:32
Emerald Wyrmling,Dragon,1,Rank 1,1d4+3,3.77,4.13,3.55,2024-08-03 11:11:32
Pit Lord,Devilkin,7,Rank 4,7d10+5,71.86,68.88,72.75,2024-08-03 11:11:32
Nightmare,Demonic,15,Rank 1,15d4+3,60.17,60.0,58.35,2024-08-03 11:11:32
Ruby Wyrmling,Dragon,3,Rank 3,3d8,22.24,24.19,22.95,2024-08-03 11:11:32
Dust Elemental,Elemental,19,Rank 0,19d2,37.88,38.05,38.27,2024-08-03 11:11:32
Flame Archfey,Fey,11,Rank 0,11d2+1,22.3,22.19,21.22,2024-08-03 11:11:32
Wight,Undead,5,Rank 2,5d6+1,28.88,28.54,29.75,2024-08-03 11:11:32
Spore Mephit,Elemental,5,Rank 2,5d6+3,31.61,31.36,31.41,2024-08-03 11:11:32
Wyvern,Dragon,7,Rank 4,7d10+4,70.1,72.34,68.27,2024-08-03 11:11:32
Dust Devil,Devilkin,12,Rank 1,12d4+1,46.36,47.77,48.59,2024-08-03 11:11:32
Djinni,Elemental,3,Rank 3,3d8+1,25.71,23.87,22.04,2024-08-03 11:11:32
Silver Archfey,Fey,3,Rank 2,3d6+3,19.32,18.22,17.93,2024-08-03 11:11:32
Dracolich,Undead,4,Rank 0,4d2+1,8.02,8.08,8.1,2024-08-03 11:11:32
Efreeti,Elemental,2,Rank 4,2d10+4,20.63,21.0,20.98,2024-08-03 11:11:32
Faerie Dragon,Dragon,16,Rank 1,16d4+2,65.52,62.8,65.53,2024-08-03 11:11:32
Kobold Villager,Devilkin,3,Rank 2,3d6,18.11,16.68,18.31,2024-08-03 11:11:32
Djinni,Elemental,15,Rank 3,15d8,123.1,117.93,122.71,2024-08-03 11:11:32
Hell Hound,Demonic,3,Rank 3,3d8+2,22.51,26.9,22.39,2024-08-03 11:11:32
Wight,Undead,10,Rank 1,10d4+2,39.26,39.27,40.0,2024-08-03 11:11:32
Djinni,Elemental,2,Rank 5,2d12+1,29.71,26.52,19.24,2024-08-03 11:11:32
Quasit,Demonic,7,Rank 2,7d6,40.5,42.85,40.98,2024-08-03 11:11:32
Red Wyrmling,Dragon,6,Rank 4,6d10+4,64.15,58.83,61.05,2024-08-03 11:11:32
Dracolich,Undead,2,Rank 4,2d10,18.12,24.69,16.78,2024-08-03 11:11:32
Balor,Demonic,14,Rank 2,14d6+1,82.49,84.82,83.26,2024-08-03 11:11:32
Faerie Dragon,Dragon,12,Rank 1,12d4+2,48.55,46.98,47.42,2024-08-03 11:11:32
Vampire,Undead,12,Rank 0,12d2+1,24.17,24.94,23.15,2024-08-03 11:11:32
Hook Horror,Demonic,2,Rank 2,2d6+3,11.97,9.41,9.14,2024-08-03 11:11:32
Dracolich,Undead,18,Rank 1,18d4+1,71.63,71.7,71.17,2024-08-03 11:11:32
Steam Mephit,Elemental,5,Rank 0,5d2+1,10.69,9.48,9.17,2024-08-03 11:11:32
Faerie Dragon,Dragon,9,Rank 0,9d2+3,17.54,17.87,18.3,2024-08-03 11:11:32
Prince of Fear,Devilkin,1,Rank 2,1d6,4.63,5.68,3.9,2024-08-03 11:11:32
Ruby Demon,Demonic,2,Rank 0,2d2+4,4.51,3.51,3.0,2024-08-03 11:11:32
Ghoul,Undead,3,Rank 1,3d4+1,12.02,12.63,11.21,2024-08-03 11:11:32
Djinni,Elemental,3,Rank 0,3d2+2,6.52,6.94,6.35,2024-08-03 11:11:32
Night Hag,Demonic,8,Rank 1,8d4,32.96,30.7,32.56,2024-08-03 11:11:32
Wyvern,Dragon,4,Rank 1,4d4+3,17.74,16.71,16.85,2024-08-03 11:11:32
Pit Lord,Devilkin,5,Rank 4,5d10+1,53.98,52.36,51.31,2024-08-03 11:11:32
Quasit,Demonic,16,Rank 3,16d8,125.59,125.54,124.22,2024-08-03 11:11:32
Brass Wyrmling,Dragon,8,Rank 2,8d6+1,45.8,46.11,45.65,2024-08-03 11:11:32
Wight,Undead,3,Rank 2,3d6,20.39,17.2,19.64,2024-08-03 11:11:32
Spore Mephit,Elemental,17,Rank 4,17d10+4,166.01,170.47,166.68,2024-08-03 11:11:32
Pit Fiend,Demonic,11,Rank 1,11d4+2,43.8,43.7,43.61,2024-08-03 11:11:32
Bronze Drake,Dragon,8,Rank 3,8d8,63.34,61.26,66.51,2024-08-03 11:11:32
Ice Mephit,Elemental,8,Rank 0,8d2+1,16.45,16.21,16.32,2024-08-03 11:11:32
Steam Spirit,Fey,3,Rank 3,3d8,26.12,22.5,21.92,2024-08-03 11:11:32
Ghoul,Undead,17,Rank 0,17d2,34.06,34.99,33.46,2024-08-03 11:11:32
Spore Elemental,Elemental,7,Rank 3,7d8,55.59,56.71,56.45,2024-08-03 11:11:32
Flame Spirit,Fey,9,Rank 4,9d10+3,89.43,92.08,88.22,2024-08-03 11:11:32
Kobold Archer,Devilkin,7,Rank 0,7d2+2,14.83,14.35,13.26,2024-08-03 11:11:32
Hell Hound,Demonic,9,Rank 1,9d4+4,36.08,37.92,35.03,2024-08-03 11:11:32
Pseudodragon,Dragon,10,Rank 2,10d6,58.31,59.9,59.11,2024-08-03 11:11:32
Succubus,Devilkin,3,Rank 2,3d6+2,18.47,16.34,16.84,2024-08-03 11:11:32
Emerald Faerie,Fey,1,Rank 1,1d4+1,3.55,2.43,5.87,2024-08-03 11:11:32
Zombie Guard,Undead,12,Rank 2,12d6+1,74.15,71.5,69.38,2024-08-03 11:11:32
Efreeti,Elemental,7,Rank 2,7d6+2,43.58,40.2,41.64,2024-08-03 11:11:32
Gold Faerie,Fey,4,Rank 0,4d2,8.74,7.61,7.08,2024-08-03 11:11:32
Blue Dragon,Dragon,4,Rank 2,4d6+2,22.34,25.23,22.12,2024-08-03 11:11:32
Incubus,Devilkin,17,Rank 2,17d6+2,103.95,102.58,100.87,2024-08-03 11:11:32
Lightning Elemental,Elemental,2,Rank 2,2d6+2,12.62,11.99,10.53,2024-08-03 11:11:32
Magma Archfey,Fey,4,Rank 0,4d2,7.47,8.95,8.75,2024-08-03 11:11:32
Mummy,Undead,7,Rank 1,7d4,27.9,27.67,27.97,2024-08-03 11:11:32
Kobold Villager,Devilkin,11,Rank 2,11d6+5,65.49,64.38,63.24,2024-08-03 11:11:32
Balor,Demonic,8,Rank 0,8d2+1,15.36,15.18,15.52,2024-08-03 11:11:32
Pseudodragon,Dragon,1,Rank 4,1d10+3,7.64,14.65,9.57,2024-08-03 11:11:32
Goblin Archer,Devilkin,8,Rank 2,8d6,47.27,48.21,48.96,2024-08-03 11:11:32
Balor,Demonic,3,Rank 2,3d6+1,20.74,15.01,19.51,2024-08-03 11:11:32
Lich,Undead,7,Rank 4,7d10+4,67.94,70.02,66.65,2024-08-03 11:11:32
Dust Mephit,Elemental,3,Rank 2,3d6,16.73,15.1,19.1,2024-08-03 11:11:32
Diamond Archfey,Fey,6,Rank 1,6d4+3,24.71,22.17,23.2,2024-08-03 11:11:32
Demilich,Undead,3,Rank 0,3d2,6.19,6.37,5.94,2024-08-03 11:11:32
Efreeti,Elemental,8,Rank 1,8d4+1,30.99,31.73,32.77,2024-08-03 11:11:32
Balor,Demonic,2,Rank 2,2d6+1,11.29,13.21,11.72,2024-08-03 11:11:32
Green Faerie,Fey,14,Rank 0,14d2+4,27.96,28.48,28.81,2024-08-03 11:11:32
Mummy,Undead,4,Rank 0,4d2+1,7.81,8.17,7.41,2024-08-03 11:11:32
Brass Demon,Demonic,12,Rank 3,12d8,99.44,96.8,95.2,2024-08-03 11:11:32
Lich King,Undead,13,Rank 4,13d10,126.97,126.19,129.56,2024-08-03 11:11:32
Efreeti,Elemental,10,Rank 1,10d4+2,39.92,39.25,40.01,2024-08-03 11:11:32
Steam Spirit,Fey,3,Rank 5,3d12+2,33.75,36.84,31.99,2024-08-03 11:11:32
Red Dragon,Dragon,7,Rank 0,7d2+3,13.04,13.32,13.3,2024-08-03 11:11:32
Goblin Guard,Devilkin,6,Rank 1,6d4,24.35,23.74,25.22,2024-08-03 11:11:32
Quasit,Demonic,12,Rank 1,12d4+5,49.2,48.12,46.93,2024-08-03 11:11:32
Ruby Wyrmling,Dragon,7,Rank 1,7d4+3,27.99,27.9,27.85,2024-08-03 11:11:32
Succubus,Devilkin,7,Rank 0,7d2+1,14.55,13.55,13.13,2024-08-03 11:11:32
Lightning Elemental,Elemental,8,Rank 0,8d2+1,16.38,16.36,16.93,2024-08-03 11:11:32
Dust Spirit,Fey,17,Rank 1,17d4,68.99,68.14,68.13,2024-08-03 11:11:32
Faerie Dragon,Dragon,5,Rank 3,5d8+3,39.28,38.66,42.69,2024-08-03 11:11:32
Dracolich,Undead,8,Rank 0,8d2,15.61,16.57,15.68,2024-08-03 11:11:32
Steam Elemental,Elemental,11,Rank 0,11d2+3,21.05,22.1,21.11,2024-08-03 11:11:32
Spore Archfey,Fey,4,Rank 2,4d6,24.44,24.86,23.71,2024-08-03 11:11:32
Wight,Undead,11,Rank 0,11d2+2,21.22,21.28,21.74,2024-08-03 11:11:32
Prince of Fear,Devilkin,8,Rank 4,8d10+5,82.12,81.47,80.14,2024-08-03 11:11:32
White Demon,Demonic,9,Rank 1,9d4+1,37.73,35.4,36.14,2024-08-03 11:11:32
Diamond Archfey,Fey,15,Rank 1,15d4,59.52,61.79,61.94,2024-08-03 11:11:32
Ghast,Undead,11,Rank 2,11d6,66.18,65.96,64.75,2024-08-03 11:11:32
Djinni,Elemental,9,Rank 1,9d4+3,35.63,36.52,35.68,2024-08-03 11:11:32
Pseudodragon,Dragon,5,Rank 4,5d10,52.06,49.3,45.53,2024-08-03 11:11:32
Poltergeist,Undead,10,Rank 5,10d12+3,125.4,117.36,121.33,2024-08-03 11:11:32
Efreeti,Elemental,3,Rank 0,3d2,6.62,6.97,5.69,2024-08-03 11:11:32
Emerald Faerie,Fey,7,Rank 0,7d2+1,13.03,13.71,13.45,2024-08-03 11:11:32
Gold Wyrmling,Dragon,2,Rank 2,2d6,10.51,12.88,9.41,2024-08-03 11:11:32
Pit Lord,Devilkin,7,Rank 1,7d4+4,28.05,27.95,27.13,2024-08-03 11:11:32
Mud Spirit,Fey,9,Rank 3,9d8,74.21,71.49,74.43,2024-08-03 11:11:32
Ghoul,Undead,3,Rank 1,3d4,10.66,11.65,10.06,2024-08-03 11:11:32
Djinni,Elemental,9,Rank 2,9d6,55.34,54.17,55.0,2024-08-03 11:11:32
Balor,Demonic,8,Rank 0,8d2,15.31,15.38,16.1,2024-08-03 11:11:32
Brass Dragon,Dragon,9,Rank 1,9d4+4,35.12,37.85,36.02,2024-08-03 11:11:32
Goblin Knight,Devilkin,15,Rank 2,15d6,91.6,89.84,92.13,2024-08-03 11:11:32
Imp,Demonic,17,Rank 2,17d6,102.47,102.07,102.67,2024-08-03 11:11:32
Steam Spirit,Fey,4,Rank 0,4d2+4,7.26,8.26,8.92,2024-08-03 11:11:32
Mummy,Undead,8,Rank 5,8d12+1,96.62,98.42,90.87,2024-08-03 11:11:32
Djinni,Elemental,7,Rank 1,7d4+2,29.34,27.5,28.21,2024-08-03 11:11:32
Nightmare,Demonic,12,Rank 0,12d2,24.81,23.68,23.02,2024-08-03 11:11:32
Red Faerie,Fey,12,Rank 1,12d4+1,47.6,48.06,49.32,2024-08-03 11:11:32
Demilich,Undead,13,Rank 3,13d8+4,102.64,101.53,104.48,2024-08-03 11:11:32
Lightning Mephit,Elemental,13,Rank 0,13d2+1,25.36,25.1,25.46,2024-08-03 11:11:32
Imp,Demonic,10,Rank 3,10d8+5,81.71,82.96,78.92,2024-08-03 11:11:32
Green Dragon,Dragon,8,Rank 0,8d2+3,16.34,16.62,16.19,2024-08-03 11:11:32
Magma Devil,Devilkin,1,Rank 2,1d6,8.32,8.32,4.09,2024-08-03 11:11:32
Mud Archfey,Fey,5,Rank 3,5d8+2,37.72,37.81,40.93,2024-08-03 11:11:32
Lich King,Undead,9,Rank 1,9d4,35.73,36.38,37.68,2024-08-03 11:11:32
Djinni,Elemental,7,Rank 0,7d2+4,14.24,13.08,13.78,2024-08-03 11:11:32
Brass Faerie,Fey,2,Rank 3,2d8+2,18.48,14.99,18.16,2024-08-03 11:11:32
Prince of Fear,Devilkin,11,Rank 2,11d6,68.75,64.37,66.29,2024-08-03 11:11:32
Hook Horror,Demonic,11,Rank 0,11d2+1,21.73,22.59,22.07,2024-08-03 11:11:32
Emerald Archfey,Fey,5,Rank 3,5d8+2,40.9,37.32,40.28,2024-08-03 11:11:32
Ghoul,Undead,4,Rank 1,4d4+1,17.32,14.48,16.79,2024-08-03 11:11:32
Imp,Demonic,1,Rank 1,1d4+3,2.83,3.45,4.0,2024-08-03 11:11:32
Pseudodragon,Dragon,5,Rank 3,5d8,42.69,37.27,38.92,2024-08-03 11:11:32
Smoke Mephit,Elemental,8,Rank 1,8d4+1,31.08,32.07,32.95,2024-08-03 11:11:32
Hell Hound,Demonic,14,Rank 2,14d6+1,85.03,84.93,85.44,2024-08-03 11:11:32
Gold Faerie,Fey,9,Rank 1,9d4,34.32,35.95,37.47,2024-08-03 11:11:32
Wraith,Undead,5,Rank 0,5d2,10.92,9.24,9.86,2024-08-03 11:11:32
Magma Elemental,Elemental,2,Rank 1,2d4+1,8.49,8.5,8.58,2024-08-03 11:11:32
Balor,Demonic,7,Rank 0,7d2+2,13.43,14.73,13.71,2024-08-03 11:11:32
Bronze Dragon,Dragon,4,Rank 2,4d6,25.7,22.41,26.39,2024-08-03 11:11:32
Pit Lord,Devilkin,12,Rank 0,12d2+5,23.75,23.68,23.51,2024-08-03 11:11:32
Quasit,Demonic,12,Rank 1,12d4+2,49.1,49.22,47.2,2024-08-03 11:11:32
Platinum Wyrmling,Dragon,10,Rank 0,10d2+2,19.75,20.99,20.32,2024-08-03 11:11:32
Goblin Mage,Devilkin,7,Rank 1,7d4+2,26.73,28.37,28.5,2024-08-03 11:11:32
Quasit,Demonic,3,Rank 0,3d2+2,5.15,5.95,5.81,2024-08-03 11:11:32
Faerie Dragon,Dragon,15,Rank 0,15d2+1,29.34,29.32,30.38,2024-08-03 11:11:32
Incubus,Devilkin,2,Rank 0,2d2+3,3.2,3.53,3.26,2024-08-03 11:11:32
Imp,Demonic,11,Rank 4,11d10+1,111.6,108.11,106.19,2024-08-03 11:11:32
Brass Dragon,Dragon,9,Rank 1,9d4+1,35.49,35.85,36.64,2024-08-03 11:11:32
Kobold Villager,Devilkin,3,Rank 5,3d12+3,31.81,35.11,31.43,2024-08-03 11:11:32
Mud Mephit,Elemental,7,Rank 3,7d8,58.76,57.82,52.29,2024-08-03 11:11:32
Smoke Archfey,Fey,9,Rank 0,9d2+2,18.87,18.84,18.84,2024-08-03 11:11:32
Bronze Wyrmling,Dragon,2,Rank 2,2d6+2,14.25,10.94,14.82,2024-08-03 11:11:32
Magma Devil,Devilkin,7,Rank 2,7d6+2,42.19,44.53,42.67,2024-08-03 11:11:32
Platinum Demon,Demonic,6,Rank 0,6d2,11.42,11.42,11.68,2024-08-03 11:11:32
White Wyrmling,Dragon,1,Rank 0,1d2+1,1.42,1.78,1.01,2024-08-03 11:11:32
Flame Devil,Devilkin,18,Rank 0,18d2+1,35.38,36.56,36.21,2024-08-03 11:11:32
Nightmare,Demonic,7,Rank 1,7d4+1,29.13,27.35,27.99,2024-08-03 11:11:32
Black Wyrmling,Dragon,15,Rank 3,15d8+5,120.27,118.79,119.8,2024-08-03 11:11:32
Kobold Archer,Devilkin,4,Rank 1,4d4+3,14.16,15.08,15.58,2024-08-03 11:11:32
Nightmare,Demonic,5,Rank 0,5d2,10.52,9.66,10.82,2024-08-03 11:11:32
Prismatic Faerie,Fey,12,Rank 1,12d4+2,48.45,48.18,48.95,2024-08-03 11:11:32
Poltergeist,Undead,10,Rank 1,10d4+1,39.67,40.51,39.67,2024-08-03 11:11:32
Pit Lord,Devilkin,9,Rank 3,9d8+2,70.92,73.84,75.24,2024-08-03 11:11:32
Hell Hound,Demonic,18,Rank 3,18d8+1,145.8,141.73,141.63,2024-08-03 11:11:32
Faerie Dragon,Dragon,5,Rank 0,5d2+4,10.83,10.41,9.85,2024-08-03 11:11:32
Mummy,Undead,16,Rank 1,16d4,64.48,64.74,65.78,2024-08-03 11:11:32
Smoke Elemental,Elemental,12,Rank 1,12d4+2,47.68,49.71,48.22,2024-08-03 11:11:32
Onyx Archfey,Fey,5,Rank 4,5d10+2,51.13,50.49,50.18,2024-08-03 11:11:32
Banshee,Undead,6,Rank 0,6d2+4,12.06,12.26,12.81,2024-08-03 11:11:32
Hell Hound,Demonic,8,Rank 0,8d2,16.91,16.53,15.11,2024-08-03 11:11:32
Dust Spirit,Fey,3,Rank 0,3d2+2,6.37,6.27,6.44,2024-08-03 11:11:32
Incubus,Devilkin,8,Rank 2,8d6+5,47.41,49.98,49.87,2024-08-03 11:11:32
Ruby Demon,Demonic,3,Rank 0,3d2+3,5.61,5.18,6.79,2024-08-03 11:11:32
Black Faerie,Fey,4,Rank 1,4d4+1,15.89,15.48,17.29,2024-08-03 11:11:32
Lich,Undead,10,Rank 3,10d8,76.13,79.48,82.39,2024-08-03 11:11:32
Djinni,Elemental,3,Rank 3,3d8+1,21.19,21.18,24.66,2024-08-03 11:11:32
Emerald Demon,Demonic,12,Rank 0,12d2+2,24.69,23.24,24.13,2024-08-03 11:11:32
Poltergeist,Undead,12,Rank 0,12d2+2,24.75,23.52,23.98,2024-08-03 11:11:32
Djinni,Elemental,7,Rank 0,7d2,13.02,13.16,14.29,2024-08-03 11:11:32
Gold Drake,Dragon,1,Rank 0,1d2,1.89,1.33,1.79,2024-08-03 11:11:32
Kobold Guard,Devilkin,11,Rank 4,11d10+1,109.77,105.98,113.73,2024-08-03 11:11:32
Efreeti,Elemental,17,Rank 5,17d12,200.16,205.71,201.05,2024-08-03 11:11:32
Ice Archfey,Fey,11,Rank 2,11d6+2,63.12,67.99,67.9,2024-08-03 11:11:32
Demilich,Undead,4,Rank 0,4d2+2,7.46,8.3,8.09,2024-08-03 11:11:32
Pit Lord,Devilkin,16,Rank 4,16d10+3,156.07,160.43,156.47,2024-08-03 11:11:32
